section,title,file_name,document_type,page,total_pages,context,question,answer,similarity_score,BLEU,Cosine
Title Page,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit ,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit.pdf,academic paper,2,106,"['INL EXT 16 39015 Integration of Human Reliability Analysis Models into the Simulation Based Framework for the Risk Informed Safety Margin Characterization Toolkit Ronald Boring1, Diego Mandelli1, Martin Rasmussen2, Sarah Herberger1, Thomas Ulrich1, Katrina Groth3, and Curtis Smith1 1Idaho National Laboratory 2NTNU Social Research 3Sandia National Laboratories June 2016 Idaho National Laboratory Idaho Falls, Idaho 83415 http www.inl.gov Prepared for the U.S. Department of Energy Office of Nuclear Energy Under DOE Idaho Operations Office Contract DE AC07 05ID14517']"," What are the affiliations of the authors, and how do these affiliations suggest the scope and potential applications of the research?","  The authors are affiliated with Idaho National Laboratory (INL), which is a government research facility specializing in nuclear energy and national security, NTNU Social Research, which specializes in social sciences research, and Sandia National Laboratories, another government research facility focused on science and engineering. This diverse set of affiliations suggests that the research focuses on integrating multiple disciplinary perspectives, likely with an emphasis on nuclear safety and human reliability analysis.",41,0.021029184,0.257676192
Title Page,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit ,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit.pdf,academic paper,2,106,"['INL EXT 16 39015 Integration of Human Reliability Analysis Models into the Simulation Based Framework for the Risk Informed Safety Margin Characterization Toolkit Ronald Boring1, Diego Mandelli1, Martin Rasmussen2, Sarah Herberger1, Thomas Ulrich1, Katrina Groth3, and Curtis Smith1 1Idaho National Laboratory 2NTNU Social Research 3Sandia National Laboratories June 2016 Idaho National Laboratory Idaho Falls, Idaho 83415 http www.inl.gov Prepared for the U.S. Department of Energy Office of Nuclear Energy Under DOE Idaho Operations Office Contract DE AC07 05ID14517']"," What is the purpose of the ""Risk-Informed Safety Margin Characterization Toolkit"" as described in the title?"," This document focuses on integrating Human Reliability Analysis (HRA) models into a simulation-based framework for a toolkit.  The ""Risk-Informed Safety Margin Characterization Toolkit"" suggests that the purpose of this toolkit is to analyze and evaluate the safety margins of a system, likely in a nuclear context, by considering human factors in addition to technical aspects.",55,0.031267937,0.251642295
Title,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit ,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit.pdf,academic paper,0,106,['INL EXT 16 39015 Light Water Reactor Sustainability Program Integration of Human Reliability Analysis Models into the Simulation Based Framework for the Risk Informed Safety Margin Characterization Toolkit June 2016 U.S. Department of Energy Office of Nuclear Energy'],"  What information does the ""INL EXT 16 39015"" designation at the beginning of the title provide?","  This designation likely refers to a document or project identifier within the Idaho National Laboratory (INL).  It suggests that the research documented in this paper is part of a larger project or program undertaken by the INL, signifying its institutional context and potential broader implications.",37,0.008721082,0.137092978
Title,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit ,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit.pdf,academic paper,0,106,['INL EXT 16 39015 Light Water Reactor Sustainability Program Integration of Human Reliability Analysis Models into the Simulation Based Framework for the Risk Informed Safety Margin Characterization Toolkit June 2016 U.S. Department of Energy Office of Nuclear Energy']," Why is the ""Light Water Reactor Sustainability Program"" mentioned in the title, and what role does it play in the research?"," The ""Light Water Reactor Sustainability Program"" indicates the broader context of the document.  This program aims to ensure the long-term viability and safety of light water reactors (a common type of nuclear reactor). The document contributes to this program by exploring ways to enhance the safety analysis methods used for these reactors.",49,0.032345709,0.344460641
Title,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit ,Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit.pdf,academic paper,0,106,['INL EXT 16 39015 Light Water Reactor Sustainability Program Integration of Human Reliability Analysis Models into the Simulation Based Framework for the Risk Informed Safety Margin Characterization Toolkit June 2016 U.S. Department of Energy Office of Nuclear Energy']," What is the specific focus of the document, given the title ""Integration of Human Reliability Analysis Models into the Simulation-Based Framework for the Risk-Informed Safety Margin Characterization Toolkit""? "," The document focuses on incorporating Human Reliability Analysis (HRA) models into a computer-based framework used for assessing the safety margins of nuclear power plants. This integration combines the analysis of human factors with the simulation-based approach, aiming to improve the accuracy and comprehensiveness of risk assessments.",49,0.037393473,0.423043753
Table,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS ,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS.pdf,academic paper,12,13,"['13th International Conference on Probabilistic Safety Assessment and Management PSAM 13 2 7 October, 2016 Sheraton Grande Walkerhill Seoul, Korea www.psam13.org 12 Table 2 P B A P B 0.05 0.06 0.07 0.08 0.09 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 P A 0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.02 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.03 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.04 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.05 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.06 0,0.833 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.07 0,0.714 0,0.857 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.08 0,0.625 0,0.75 0,0.8 75 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.09 0,0.556 0,0.667 0,0.778 0,0.889 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.1 0,0.5 0,0.6 0,0.7 0,0.8 0,0.9 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.2 0,0.25 0,0.3 0,0.35 0,0.4 0,0.45 0,0.5 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0.5,1 1,1 0.3 0,0.167 0,0.2 0,0.233 0,0.267 0,0.3 0,0.333 0,0.667 0,1 0,1 0,1 0,1 0,1 0.333,1 0.667,1 1,1 0.4 0,0.125 0,0.15 0,0.175 0,0.2 0,0.225 0,0.25 0,0.5 0,0.75 0,1 0,1 0,1 0.25,1 0.5,1 0.75,1 1,1 0.5 0,0.1 0,0.12 0,0.14 0,0.16 0,0.18 0,0.2 0,0.4 0,0.6 0,0.8 0,1 0.2,1 0.4,1 0.6,1 0.8,1 1,1 0.6 0,0.083 0,0.1 0,0.117 0,0.133 0,0.15 0,0.167 0,0.333 0,0.5 0,0.667 0.167,0.833 0.333,1 0.5,1 0.667,1 0.833,1 1,1 0.7 0,0.071 0,0.086 0,0.1 0,0.114 0,0.129 0,0.143 0,0.286 0,0.429 0.143,0.571 0.286,0.714 0.429,0.857 0.571,1 0.714,1 0.857,1 1,1 0.8 0,0.062 0,0.075 0,0.088 0,0.1 0,0.112 0,0.125 0,0.25 0.125,0.375 0.25,0.5 0.375,0.625 0.5,0.75 0.625,0.875 0.75,1 0.875,1 1,1 0.9 0,0.056 0,0.067 0,0.078 0,0.089 0,0.1 0,0.111 0.111,0.222 0.222,0.333 0.333,0.444 0.444,0.556 0.556,0.667 0.667,0.778 0.778,0.889 0.889,1 1,1 1 0.05,0.05 0.06,0.06 0.07,0.07 0.08,0.08 0.09,0.09 0.1,0.1 0.2,0.2 0.3,0.3 0.4,0.4 0.5,0.5 0.6,0.6 0.7,0.7 0.8,0.8 0.9,0.9 1,1']", What are the implications of the table's data for assessing the limits of human failure event dependence?," The table's data suggests that when the probability of event ""B"" is relatively low, the probability of event ""A"" is also generally low. However, as the probability of event ""B"" increases, the probability of event ""A"" increases at a faster rate, eventually reaching a point where the dependence becomes stronger. This pattern highlights that human failure event dependence can be significant, but it also suggests that there might be limits to this dependence. Further research might be needed to determine the specific thresholds at which the dependence between human failure events becomes particularly strong or weak.",22,0,0.001574074
Table,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS ,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS.pdf,academic paper,12,13,"['13th International Conference on Probabilistic Safety Assessment and Management PSAM 13 2 7 October, 2016 Sheraton Grande Walkerhill Seoul, Korea www.psam13.org 12 Table 2 P B A P B 0.05 0.06 0.07 0.08 0.09 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 P A 0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.02 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.03 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.04 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.05 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.06 0,0.833 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.07 0,0.714 0,0.857 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.08 0,0.625 0,0.75 0,0.8 75 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.09 0,0.556 0,0.667 0,0.778 0,0.889 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.1 0,0.5 0,0.6 0,0.7 0,0.8 0,0.9 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.2 0,0.25 0,0.3 0,0.35 0,0.4 0,0.45 0,0.5 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0.5,1 1,1 0.3 0,0.167 0,0.2 0,0.233 0,0.267 0,0.3 0,0.333 0,0.667 0,1 0,1 0,1 0,1 0,1 0.333,1 0.667,1 1,1 0.4 0,0.125 0,0.15 0,0.175 0,0.2 0,0.225 0,0.25 0,0.5 0,0.75 0,1 0,1 0,1 0.25,1 0.5,1 0.75,1 1,1 0.5 0,0.1 0,0.12 0,0.14 0,0.16 0,0.18 0,0.2 0,0.4 0,0.6 0,0.8 0,1 0.2,1 0.4,1 0.6,1 0.8,1 1,1 0.6 0,0.083 0,0.1 0,0.117 0,0.133 0,0.15 0,0.167 0,0.333 0,0.5 0,0.667 0.167,0.833 0.333,1 0.5,1 0.667,1 0.833,1 1,1 0.7 0,0.071 0,0.086 0,0.1 0,0.114 0,0.129 0,0.143 0,0.286 0,0.429 0.143,0.571 0.286,0.714 0.429,0.857 0.571,1 0.714,1 0.857,1 1,1 0.8 0,0.062 0,0.075 0,0.088 0,0.1 0,0.112 0,0.125 0,0.25 0.125,0.375 0.25,0.5 0.375,0.625 0.5,0.75 0.625,0.875 0.75,1 0.875,1 1,1 0.9 0,0.056 0,0.067 0,0.078 0,0.089 0,0.1 0,0.111 0.111,0.222 0.222,0.333 0.333,0.444 0.444,0.556 0.556,0.667 0.667,0.778 0.778,0.889 0.889,1 1,1 1 0.05,0.05 0.06,0.06 0.07,0.07 0.08,0.08 0.09,0.09 0.1,0.1 0.2,0.2 0.3,0.3 0.4,0.4 0.5,0.5 0.6,0.6 0.7,0.7 0.8,0.8 0.9,0.9 1,1']", How does the table demonstrate the concept of event dependence in the context of Human Failure Events?," The table showcases the concept of event dependence by illustrating how changing the probability of one event (""B"") affects the probability of another event (""A""). Specifically, it highlights that as the probability of event ""B"" increases, the probability of event ""A"" also generally increases. This dependence indicates that the occurrence of one event influences the likelihood of another event, suggesting a connection between human failure events.",23,0,0.001626266
Table,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS ,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS.pdf,academic paper,12,13,"['13th International Conference on Probabilistic Safety Assessment and Management PSAM 13 2 7 October, 2016 Sheraton Grande Walkerhill Seoul, Korea www.psam13.org 12 Table 2 P B A P B 0.05 0.06 0.07 0.08 0.09 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1 P A 0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.01 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.02 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.03 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.04 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.05 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.06 0,0.833 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.07 0,0.714 0,0.857 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.08 0,0.625 0,0.75 0,0.8 75 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.09 0,0.556 0,0.667 0,0.778 0,0.889 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.1 0,0.5 0,0.6 0,0.7 0,0.8 0,0.9 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0,1 1,1 0.2 0,0.25 0,0.3 0,0.35 0,0.4 0,0.45 0,0.5 0,1 0,1 0,1 0,1 0,1 0,1 0,1 0.5,1 1,1 0.3 0,0.167 0,0.2 0,0.233 0,0.267 0,0.3 0,0.333 0,0.667 0,1 0,1 0,1 0,1 0,1 0.333,1 0.667,1 1,1 0.4 0,0.125 0,0.15 0,0.175 0,0.2 0,0.225 0,0.25 0,0.5 0,0.75 0,1 0,1 0,1 0.25,1 0.5,1 0.75,1 1,1 0.5 0,0.1 0,0.12 0,0.14 0,0.16 0,0.18 0,0.2 0,0.4 0,0.6 0,0.8 0,1 0.2,1 0.4,1 0.6,1 0.8,1 1,1 0.6 0,0.083 0,0.1 0,0.117 0,0.133 0,0.15 0,0.167 0,0.333 0,0.5 0,0.667 0.167,0.833 0.333,1 0.5,1 0.667,1 0.833,1 1,1 0.7 0,0.071 0,0.086 0,0.1 0,0.114 0,0.129 0,0.143 0,0.286 0,0.429 0.143,0.571 0.286,0.714 0.429,0.857 0.571,1 0.714,1 0.857,1 1,1 0.8 0,0.062 0,0.075 0,0.088 0,0.1 0,0.112 0,0.125 0,0.25 0.125,0.375 0.25,0.5 0.375,0.625 0.5,0.75 0.625,0.875 0.75,1 0.875,1 1,1 0.9 0,0.056 0,0.067 0,0.078 0,0.089 0,0.1 0,0.111 0.111,0.222 0.222,0.333 0.333,0.444 0.444,0.556 0.556,0.667 0.667,0.778 0.778,0.889 0.889,1 1,1 1 0.05,0.05 0.06,0.06 0.07,0.07 0.08,0.08 0.09,0.09 0.1,0.1 0.2,0.2 0.3,0.3 0.4,0.4 0.5,0.5 0.6,0.6 0.7,0.7 0.8,0.8 0.9,0.9 1,1']"," What is the relationship between the values in the ""P B"" and ""P A"" columns in Table 2?"," The values in the ""P B"" and ""P A"" columns represent the probabilities of two events, ""B"" and ""A"", respectively. The table displays the probability of event ""A"" occurring given different probabilities of event ""B"" occurring. For example, if the probability of event ""B"" is 0.05, the probability of event ""A"" occurring is 0.05 as indicated by the value in the corresponding cell of the table. This relationship helps to understand how the probability of one event influences the probability of another event in the context of the study.",25,3.87E-05,0.014714408
Results,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS ,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS.pdf,academic paper,9,13,"['13th International Conference on Probabilistic Safety Assessment and Management PSAM 13 2 7 October, 2016 Sheraton Grande Walkerhill Seoul, Korea www.psam13.org 9 25 And the independence INDEP , base d upon equation 7 and 8 is defined as 26 For negative dependence, simply replace the MPD with MND . In Figure 6, the axioms of probability system of equations and the THERP system of equations are graphed when P A 0. 7. As can be seen upon visual inspection there are differences in the quantification methods. Figure 6. Left Implementation of equation 24 27 when P A 0. 7 at 8 different dependence levels and independence. Right THERP Equations 9 13 are implemented when P A 0. 7. In both images, independence is indicated by a light blue line. VI. CONCLU SION THERP dependence has been used ubiquitously for decades, and has provided approximations of the dependencies between two events. Since its inception, computational abilities have increased exponentially, and alternative approaches that follow the laws of probability dependence need to be implemented. These new approaches need to consider negative dependence and identify when THERP output is not appropriate. ACKNOWLEDGMENTS Many thanks for input from Cindy Gentillon, Gordon Bower, Jeffery Einerson, Diego Mandelli and the other staff at the INL. Every effort has been m ade to ensure the accuracy of the findings and conclusions in this paper, and any errors reside solely with the authors. This work of authorship was prepared as an account of work sponsored by Idaho National Laboratory, an agency of the United States Gover nment. Neither the United States Government, nor any agency thereof, nor any of their employees makes any warranty, express or implied, or assumes any legal liability or responsibility for the accuracy, completeness, or usefulness of any information, appar atus, product, or process disclosed, or represents that its use would not infringe privately owned rights. Idaho National Laboratory is a multi program laboratory operated by Battelle Energy Alliance LLC, for the United States Department of Energy under Co ntract DE AC07 05ID14517. REFERENCES 1. Dennis V. Lindley. Understanding Uncertainty. 2006 Wiley Interscience. Hoboken, New Jersey. 2. FEED WATER MALFUNCTIONS. n.d. . ABNORMAL OPERATING PROCEDURE, 3 4 . Retrieved March 16, 2016. 3. Fishburn, Peter C. The Axioms of Subjective Probability. Statistical Science Statist. Sci. 1.3 1986 335 45. Web. 15 Mar. 2016.']", Is there any empirical evidence or data presented to support the claim that the THERP method provides approximations of the dependencies between two events? ," While the document acknowledges the widespread use of THERP for decades, it doesn't provide concrete data or evidence to support its claim that THERP offers only approximations. The text implicitly suggests that THERP might not be accurate enough because of its limitations in following the laws of probability and handling negative dependence. To analyze the accuracy of THERP, researchers would likely need empirical data from real-world events to compare the method's predictions with actual outcomes.",45,0.001035981,0.457159554
Results,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS ,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS.pdf,academic paper,9,13,"['13th International Conference on Probabilistic Safety Assessment and Management PSAM 13 2 7 October, 2016 Sheraton Grande Walkerhill Seoul, Korea www.psam13.org 9 25 And the independence INDEP , base d upon equation 7 and 8 is defined as 26 For negative dependence, simply replace the MPD with MND . In Figure 6, the axioms of probability system of equations and the THERP system of equations are graphed when P A 0. 7. As can be seen upon visual inspection there are differences in the quantification methods. Figure 6. Left Implementation of equation 24 27 when P A 0. 7 at 8 different dependence levels and independence. Right THERP Equations 9 13 are implemented when P A 0. 7. In both images, independence is indicated by a light blue line. VI. CONCLU SION THERP dependence has been used ubiquitously for decades, and has provided approximations of the dependencies between two events. Since its inception, computational abilities have increased exponentially, and alternative approaches that follow the laws of probability dependence need to be implemented. These new approaches need to consider negative dependence and identify when THERP output is not appropriate. ACKNOWLEDGMENTS Many thanks for input from Cindy Gentillon, Gordon Bower, Jeffery Einerson, Diego Mandelli and the other staff at the INL. Every effort has been m ade to ensure the accuracy of the findings and conclusions in this paper, and any errors reside solely with the authors. This work of authorship was prepared as an account of work sponsored by Idaho National Laboratory, an agency of the United States Gover nment. Neither the United States Government, nor any agency thereof, nor any of their employees makes any warranty, express or implied, or assumes any legal liability or responsibility for the accuracy, completeness, or usefulness of any information, appar atus, product, or process disclosed, or represents that its use would not infringe privately owned rights. Idaho National Laboratory is a multi program laboratory operated by Battelle Energy Alliance LLC, for the United States Department of Energy under Co ntract DE AC07 05ID14517. REFERENCES 1. Dennis V. Lindley. Understanding Uncertainty. 2006 Wiley Interscience. Hoboken, New Jersey. 2. FEED WATER MALFUNCTIONS. n.d. . ABNORMAL OPERATING PROCEDURE, 3 4 . Retrieved March 16, 2016. 3. Fishburn, Peter C. The Axioms of Subjective Probability. Statistical Science Statist. Sci. 1.3 1986 335 45. Web. 15 Mar. 2016.']"," How does the implementation of equation 24, as described in the text, improve upon the THERP method in assessing dependence between human failure events? "," The text introduces equation 24 as an alternative approach to THERP, suggesting it follows the laws of probability dependence. However, the text doesn't elaborate on how equation 24 addresses the shortcomings of THERP. To answer this question, one would need further details about the specific advantages of equation 24 over THERP, such as its ability to handle negative dependence or better reflect probabilistic relationships.",48,0.000486613,0.385578945
Results,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS ,HUMAN FAILURE EVENT DEPENDENCE WHAT ARE THE LIMITS.pdf,academic paper,9,13,"['13th International Conference on Probabilistic Safety Assessment and Management PSAM 13 2 7 October, 2016 Sheraton Grande Walkerhill Seoul, Korea www.psam13.org 9 25 And the independence INDEP , base d upon equation 7 and 8 is defined as 26 For negative dependence, simply replace the MPD with MND . In Figure 6, the axioms of probability system of equations and the THERP system of equations are graphed when P A 0. 7. As can be seen upon visual inspection there are differences in the quantification methods. Figure 6. Left Implementation of equation 24 27 when P A 0. 7 at 8 different dependence levels and independence. Right THERP Equations 9 13 are implemented when P A 0. 7. In both images, independence is indicated by a light blue line. VI. CONCLU SION THERP dependence has been used ubiquitously for decades, and has provided approximations of the dependencies between two events. Since its inception, computational abilities have increased exponentially, and alternative approaches that follow the laws of probability dependence need to be implemented. These new approaches need to consider negative dependence and identify when THERP output is not appropriate. ACKNOWLEDGMENTS Many thanks for input from Cindy Gentillon, Gordon Bower, Jeffery Einerson, Diego Mandelli and the other staff at the INL. Every effort has been m ade to ensure the accuracy of the findings and conclusions in this paper, and any errors reside solely with the authors. This work of authorship was prepared as an account of work sponsored by Idaho National Laboratory, an agency of the United States Gover nment. Neither the United States Government, nor any agency thereof, nor any of their employees makes any warranty, express or implied, or assumes any legal liability or responsibility for the accuracy, completeness, or usefulness of any information, appar atus, product, or process disclosed, or represents that its use would not infringe privately owned rights. Idaho National Laboratory is a multi program laboratory operated by Battelle Energy Alliance LLC, for the United States Department of Energy under Co ntract DE AC07 05ID14517. REFERENCES 1. Dennis V. Lindley. Understanding Uncertainty. 2006 Wiley Interscience. Hoboken, New Jersey. 2. FEED WATER MALFUNCTIONS. n.d. . ABNORMAL OPERATING PROCEDURE, 3 4 . Retrieved March 16, 2016. 3. Fishburn, Peter C. The Axioms of Subjective Probability. Statistical Science Statist. Sci. 1.3 1986 335 45. Web. 15 Mar. 2016.']"," What are the specific differences in quantification methods between the axioms of probability system and the THERP system, as presented in Figure 6?"," The text mentions that Figure 6 visually demonstrates the differences in quantification methods between the axioms of probability system and the THERP system, but it does not provide specific details about these differences. To fully understand the differences, one would need to analyze the graphs presented in Figure 6 and compare the equations used for both methods. ",50,0.000355309,0.451385325
